croptype,soiltype,season,month,climate,precipitation,wind,humidity,farming
Tea,Lateritic Red Soil,Northeast Monsoon,January,Mountain Climate,35.6769501802488,92.08591720363958,37.72975717530542,yes
Turmeric,Laterite Soil,Northeast Monsoon,October,Humid Subtropical Climate,62.274235060420544,41.87993538643185,47.26690472874387,no
Coconut,Mountain Soil,Northeast Monsoon,April,Mountain Climate,11.726345009674644,73.03325409636726,81.63101332077386,no
Oilseeds,Black Soil,Hot Dry Season,March,Tropical Savanna,15.640465600407527,54.9019545403851,62.32396236589294,yes
Cardamom,Lateritic Red Soil,Southwest Monsoon,February,Mountain Climate,41.54022739955455,13.230945449827725,63.774589831234174,yes
Tapioca,Mountain Soil,Southwest Monsoon,April,Tropical Wet (Monsoon),65.38544276043427,28.501255138138713,76.82070175221031,no
Groundnut,Laterite Soil,Northeast Monsoon,October,Mountain Climate,5.455538328893228,74.24683644666771,9.697859352028138,yes
Mango,Laterite Soil,Hot Dry Season,February,Tropical Wet and Dry (Monsoon-Influenced),56.5896334798998,45.91213161277503,73.7672581867473,yes
Oilseeds,Alluvial Soil,Hot Dry Season,August,Subtropical Highland Climate,32.551629710940134,83.66870897480497,97.98589349713431,no
Cashew,Laterite Soil,Southwest Monsoon,March,Humid Subtropical Climate,37.104481480850794,6.952615005760087,21.853203588667636,yes
Coffee,Red Soil,Southwest Monsoon,March,Tropical Savanna,48.8413057591634,68.63185976648695,79.92097657241804,no
Tea,Alluvial Soil,Hot Dry Season,November,Tropical Savanna,28.552196671778006,0.9943696499768673,49.48098186052597,yes
Betel Leaves,Red Soil,Northeast Monsoon,May,Mountain Climate,7.668180929307855,81.00128065785924,90.97993398291405,no
Soybeans,Laterite Soil,Southwest Monsoon,June,Tropical Savanna,94.82746077847666,49.691130280807684,0.5321799768166269,yes
Cashew,Red Soil,Southwest Monsoon,February,Humid Subtropical Climate,58.356156209246144,17.541981034222896,29.125275171703223,no
Tea,Lateritic Red Soil,Northeast Monsoon,January,Humid Subtropical Climate,40.71584117204184,95.3519564037394,47.87659502746525,no
Betel Leaves,Red Soil,Hot Dry Season,July,Tropical Savanna,29.738158653496384,73.63732875451903,19.566013517904356,no
Cashew,Laterite Soil,Northeast Monsoon,October,Subtropical Highland Climate,38.99580686372352,85.15635487134686,56.514741782770336,no
Cashew,Black Soil,Hot Dry Season,June,Tropical Wet and Dry (Monsoon-Influenced),93.15224730139593,78.23038795722233,6.120595526160266,no
Rice,Lateritic Red Soil,Southwest Monsoon,January,Subtropical Highland Climate,62.75861023943444,76.85408062696982,59.88332159541293,yes
Black Pepper,Black Soil,Hot Dry Season,October,Tropical Savanna,83.93521332970545,69.70278079206398,94.8500390667868,yes
Soybeans,Laterite Soil,Northeast Monsoon,June,Mountain Climate,77.63052335146587,21.818609322965663,46.0248454528022,yes
Groundnut,Laterite Soil,Hot Dry Season,February,Tropical Savanna,92.48714464796285,44.81854233758036,90.7241384966222,yes
Rice,Laterite Soil,Hot Dry Season,March,Tropical Wet (Monsoon),16.133941783052297,28.294695931095305,96.98633291416063,yes
Red Chili,Mountain Soil,Southwest Monsoon,January,Tropical Semi-Arid,94.28374618962592,32.66936614774234,99.77258187181539,no
Soybeans,Laterite Soil,Hot Dry Season,December,Tropical Savanna,26.55516572623813,87.65402433992749,53.02907114701841,yes
Turmeric,Black Soil,Southwest Monsoon,February,Tropical Semi-Arid,6.178970780479731,63.78186454828132,42.16015766166452,no
Groundnut,Lateritic Red Soil,Northeast Monsoon,April,Humid Subtropical Climate,57.75396203797191,73.4164288088941,70.32866338241186,yes
Coffee,Lateritic Red Soil,Northeast Monsoon,January,Subtropical Highland Climate,2.4357213174088788,68.82016949294321,54.61061988544077,no
Tapioca,Lateritic Red Soil,Northeast Monsoon,September,Tropical Semi-Arid,89.88512993598056,2.0001265174558913,77.5994318058268,yes
Tapioca,Laterite Soil,Hot Dry Season,February,Tropical Wet and Dry (Monsoon-Influenced),11.738645596301179,55.53502551302619,11.694369464484932,no
Cardamom,Black Soil,Northeast Monsoon,April,Tropical Wet and Dry (Monsoon-Influenced),18.310783217281077,40.883358709859465,44.361344347346765,no
Coconut,Lateritic Red Soil,Southwest Monsoon,February,Tropical Wet (Monsoon),25.541784685389402,0.8553472726229527,57.350423297214434,yes
Coconut,Laterite Soil,Southwest Monsoon,February,Subtropical Highland Climate,43.13468742004131,85.377506255596,84.22634356641406,yes
Red Chili,Black Soil,Hot Dry Season,May,Humid Subtropical Climate,47.486456285291325,70.6211040579214,0.328030419170966,yes
Cashew,Alluvial Soil,Southwest Monsoon,November,Mountain Climate,32.475032326735274,51.25977824199889,38.22171769056123,no
Tea,Alluvial Soil,Southwest Monsoon,September,Tropical Wet and Dry (Monsoon-Influenced),54.60485216705705,32.90110083926683,9.059374745520543,yes
Cashew,Alluvial Soil,Southwest Monsoon,June,Mountain Climate,8.72224488034753,56.76726873898268,3.6005803044649287,yes
Tapioca,Alluvial Soil,Southwest Monsoon,October,Tropical Semi-Arid,8.4076277880071,63.989643605026934,37.07062756327204,no
Cardamom,Mountain Soil,Northeast Monsoon,November,Tropical Semi-Arid,16.212936199341243,96.45972263072342,5.073858865169722,yes
Soybeans,Lateritic Red Soil,Northeast Monsoon,May,Tropical Savanna,93.06761943398952,9.572416770484192,64.54504534194706,yes
Betel Leaves,Red Soil,Southwest Monsoon,March,Tropical Savanna,59.98357722379014,64.72321106847482,90.64360759731535,yes
Coconut,Red Soil,Southwest Monsoon,April,Tropical Wet and Dry (Monsoon-Influenced),19.966782041492625,17.321688757334663,99.61410620987095,no
Sugarcane,Lateritic Red Soil,Southwest Monsoon,July,Tropical Semi-Arid,12.067356794164308,30.567994058328452,77.92418666832721,no
Black Pepper,Laterite Soil,Southwest Monsoon,May,Mountain Climate,74.6722588159148,29.029177074273527,88.20920408459433,yes
Soybeans,Black Soil,Northeast Monsoon,October,Subtropical Highland Climate,56.13449610232745,1.0711641695563157,52.85062431793127,yes
Sugarcane,Lateritic Red Soil,Hot Dry Season,October,Tropical Savanna,83.25980587614514,52.615756352344576,81.63149637517674,yes
Groundnut,Alluvial Soil,Southwest Monsoon,July,Mountain Climate,22.698135094890727,97.90284221212461,70.00854649533295,no
Soybeans,Laterite Soil,Hot Dry Season,November,Tropical Semi-Arid,71.3189228549966,28.00606975677715,40.156676978281666,yes
Cashew,Black Soil,Southwest Monsoon,October,Mountain Climate,36.37860258411029,9.391965249087942,36.335154817556095,yes
Cardamom,Mountain Soil,Southwest Monsoon,February,Tropical Savanna,44.7854632319262,36.97253676097729,57.80789443542286,no
Coffee,Laterite Soil,Southwest Monsoon,December,Humid Subtropical Climate,19.659926125548356,47.500698325404834,48.308650246105536,no
Cardamom,Mountain Soil,Southwest Monsoon,January,Tropical Savanna,6.108617478903467,57.947413259502724,21.930602344371863,yes
Sugarcane,Red Soil,Northeast Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),89.39149761106577,7.169008522672627,75.90976842092446,no
Cotton,Lateritic Red Soil,Northeast Monsoon,August,Subtropical Highland Climate,46.9214638983242,58.748600352777004,65.75463425135321,no
Rice,Mountain Soil,Northeast Monsoon,July,Mountain Climate,48.20710900231586,28.08087182471133,6.197174101608605,yes
Soybeans,Red Soil,Hot Dry Season,July,Tropical Wet and Dry (Monsoon-Influenced),40.952138864534064,49.931589565445556,43.71504320018581,no
Cardamom,Alluvial Soil,Hot Dry Season,October,Mountain Climate,8.893466601116574,4.146983485085121,76.48877421124348,yes
Tea,Black Soil,Southwest Monsoon,November,Tropical Wet and Dry (Monsoon-Influenced),48.802275731030335,77.77026660026512,51.060477925081614,no
Coconut,Laterite Soil,Hot Dry Season,August,Mountain Climate,86.9831599247127,93.62377713822038,13.596244220437903,yes
Turmeric,Alluvial Soil,Hot Dry Season,May,Mountain Climate,39.48207192304465,29.689091605761785,82.17807312125538,no
Red Chili,Laterite Soil,Southwest Monsoon,November,Tropical Wet (Monsoon),1.400397943724807,88.09371773454129,83.659735494371,no
Banana,Laterite Soil,Northeast Monsoon,January,Mountain Climate,0.3647396293118943,14.215996297775446,34.94576530871956,yes
Oilseeds,Laterite Soil,Hot Dry Season,December,Tropical Wet (Monsoon),52.424348453888335,21.649391161416155,46.763966251816015,yes
Coconut,Lateritic Red Soil,Southwest Monsoon,October,Tropical Wet and Dry (Monsoon-Influenced),43.2559941495113,9.413935992023903,6.830555317589337,yes
Cotton,Mountain Soil,Southwest Monsoon,December,Tropical Semi-Arid,22.51338370383593,4.670627246849357,24.008065207385542,no
Red Chili,Black Soil,Southwest Monsoon,November,Humid Subtropical Climate,46.419811292633106,81.42170633009044,64.0666467202892,yes
Banana,Red Soil,Southwest Monsoon,July,Tropical Wet (Monsoon),56.402946106406084,13.756455819836333,72.32464347764314,no
Red Chili,Laterite Soil,Southwest Monsoon,August,Tropical Savanna,79.12881860988877,77.92358798443661,63.95941954042422,yes
Coffee,Alluvial Soil,Northeast Monsoon,December,Mountain Climate,90.52241371499186,39.22850566142786,99.27906733164683,yes
Coconut,Alluvial Soil,Hot Dry Season,January,Tropical Wet and Dry (Monsoon-Influenced),77.22451545754761,29.555560833150953,90.16914086091826,yes
Banana,Red Soil,Hot Dry Season,January,Tropical Wet and Dry (Monsoon-Influenced),92.44386517415231,67.67635732986437,89.04392434087086,no
Cotton,Mountain Soil,Hot Dry Season,April,Subtropical Highland Climate,7.313377230215334,48.68836273223147,40.13728828923618,yes
Tapioca,Black Soil,Hot Dry Season,December,Humid Subtropical Climate,39.849438479173635,47.50975139950836,70.51031133198434,yes
Oilseeds,Black Soil,Hot Dry Season,December,Tropical Savanna,57.872045177284626,91.7531858251346,81.07041222745839,no
Betel Leaves,Mountain Soil,Hot Dry Season,June,Tropical Wet (Monsoon),52.63089841959522,85.61792660575215,50.196013052493484,yes
Rice,Mountain Soil,Northeast Monsoon,August,Tropical Wet (Monsoon),54.44724327463608,81.14814753731366,63.60430177819754,yes
Banana,Lateritic Red Soil,Hot Dry Season,May,Tropical Wet and Dry (Monsoon-Influenced),51.11617269612236,16.402471201237113,88.89817655363844,no
Groundnut,Red Soil,Southwest Monsoon,May,Tropical Semi-Arid,89.47864447805496,80.16701861266883,38.73191566116101,no
Banana,Black Soil,Northeast Monsoon,December,Tropical Wet (Monsoon),10.78261798815221,41.90740799164316,38.02000184007611,yes
Oilseeds,Alluvial Soil,Northeast Monsoon,February,Tropical Wet (Monsoon),80.59064492256056,65.02297186206285,66.71071674653747,no
Turmeric,Mountain Soil,Southwest Monsoon,October,Tropical Semi-Arid,60.403912979710704,93.13784034303906,8.595287182648981,no
Tea,Black Soil,Northeast Monsoon,September,Tropical Savanna,2.444247042628256,96.95051827881215,33.20050045322892,yes
Cotton,Alluvial Soil,Hot Dry Season,January,Humid Subtropical Climate,9.825935712345867,63.865819821941315,12.729077495889507,yes
Cashew,Laterite Soil,Northeast Monsoon,October,Humid Subtropical Climate,25.027103585238276,40.164266161676686,80.30448118483915,yes
Rice,Laterite Soil,Southwest Monsoon,August,Tropical Semi-Arid,41.09898812852125,28.20476825431335,73.2064106013618,no
Red Chili,Lateritic Red Soil,Northeast Monsoon,April,Subtropical Highland Climate,5.864396249183712,12.010104782033048,72.31924398107184,yes
Mango,Red Soil,Northeast Monsoon,June,Tropical Semi-Arid,35.82962121862893,76.96631036326576,40.94926331471391,no
Coffee,Black Soil,Southwest Monsoon,May,Humid Subtropical Climate,57.8703327934768,31.952904957088492,9.241757075002067,no
Groundnut,Lateritic Red Soil,Northeast Monsoon,August,Subtropical Highland Climate,26.538571741339368,21.976618089268317,96.61925195525407,no
Cardamom,Mountain Soil,Southwest Monsoon,March,Tropical Semi-Arid,13.67414578585282,38.65138072817707,21.018130546858103,no
Coconut,Mountain Soil,Southwest Monsoon,July,Tropical Wet (Monsoon),38.11686359513982,1.1015304734531495,91.50135692279251,yes
Coconut,Red Soil,Southwest Monsoon,February,Tropical Wet and Dry (Monsoon-Influenced),71.43309543101427,25.711910900914592,12.049332678537972,no
Coconut,Laterite Soil,Hot Dry Season,April,Tropical Savanna,0.28861279061467293,89.74078889384607,33.15765691856852,no
Red Chili,Mountain Soil,Northeast Monsoon,August,Tropical Semi-Arid,30.862379055501055,58.3117116810658,96.62820765265779,no
Banana,Laterite Soil,Hot Dry Season,July,Mountain Climate,31.83877474261313,89.40685071211581,81.78183388284495,no
Rice,Alluvial Soil,Hot Dry Season,November,Tropical Wet (Monsoon),12.199068065782148,13.14002168459244,79.85699960118751,yes
Cotton,Red Soil,Hot Dry Season,March,Subtropical Highland Climate,69.68900110614449,50.30806843139871,57.1771709506528,no
Groundnut,Black Soil,Northeast Monsoon,May,Mountain Climate,90.04597293898388,56.78122616725325,90.0372479704401,no
Tapioca,Laterite Soil,Southwest Monsoon,March,Subtropical Highland Climate,66.14143058261888,81.7321969002262,10.81342152160617,yes
Sugarcane,Laterite Soil,Southwest Monsoon,May,Tropical Savanna,57.96802642391688,4.474065750984224,50.55323948052366,no
Cotton,Black Soil,Hot Dry Season,June,Tropical Wet (Monsoon),64.99130888027132,73.99502590688097,7.887364312491174,no
Banana,Lateritic Red Soil,Hot Dry Season,May,Humid Subtropical Climate,33.2155177754526,73.81045063283463,79.59054340352665,no
Coffee,Laterite Soil,Hot Dry Season,March,Tropical Wet and Dry (Monsoon-Influenced),94.46184344555847,46.62232318656518,85.28192190619704,yes
Banana,Mountain Soil,Southwest Monsoon,February,Subtropical Highland Climate,65.79141674258851,9.128867108285021,73.69341600687949,no
Tapioca,Laterite Soil,Southwest Monsoon,September,Tropical Wet (Monsoon),57.588278248665624,25.00714220455629,79.31048760735048,yes
Rice,Black Soil,Hot Dry Season,September,Tropical Semi-Arid,77.08954323109843,72.83988963877957,73.16938334309113,yes
Cashew,Black Soil,Southwest Monsoon,January,Tropical Semi-Arid,37.20160079315244,36.86986168665628,33.860074734345034,no
Turmeric,Mountain Soil,Hot Dry Season,August,Tropical Semi-Arid,47.658977229800406,84.14702193436392,79.48453386604339,yes
Cashew,Lateritic Red Soil,Southwest Monsoon,October,Humid Subtropical Climate,85.7107993953938,61.134047948072215,25.45291483073061,no
Soybeans,Black Soil,Hot Dry Season,May,Mountain Climate,43.55394759203099,98.72404359287157,80.46035416822399,yes
Betel Leaves,Red Soil,Hot Dry Season,May,Mountain Climate,64.58657682793094,69.09394284779046,53.888767775562165,no
Tapioca,Lateritic Red Soil,Hot Dry Season,August,Humid Subtropical Climate,80.39293693557225,86.9351786533641,43.81841242063008,yes
Betel Leaves,Mountain Soil,Northeast Monsoon,October,Humid Subtropical Climate,24.864315534198766,41.72432340940271,72.13910634546686,yes
Banana,Red Soil,Northeast Monsoon,January,Tropical Wet (Monsoon),31.979993265195816,68.28510043270087,33.666933739945,yes
Betel Leaves,Laterite Soil,Northeast Monsoon,May,Humid Subtropical Climate,92.29200917869643,1.8930892492214912,68.6068045881027,yes
Sugarcane,Lateritic Red Soil,Southwest Monsoon,October,Mountain Climate,28.467837233914782,18.408277927608687,11.284084802671368,yes
Cardamom,Red Soil,Southwest Monsoon,March,Subtropical Highland Climate,37.13464102707585,87.03232623774304,63.709558078181594,yes
Rice,Lateritic Red Soil,Hot Dry Season,June,Tropical Wet (Monsoon),81.5968522835883,46.98653478509212,47.63234691907415,yes
Mango,Lateritic Red Soil,Hot Dry Season,November,Humid Subtropical Climate,45.32313844934562,84.56315103104822,43.06551606568028,yes
Sugarcane,Black Soil,Southwest Monsoon,January,Subtropical Highland Climate,99.15635195366096,91.67151349155091,72.771516021006,no
Red Chili,Lateritic Red Soil,Southwest Monsoon,June,Mountain Climate,61.707693631547755,30.07417878118147,50.05338087167597,yes
Cardamom,Mountain Soil,Hot Dry Season,August,Subtropical Highland Climate,95.04362527592271,0.05386350024256803,40.2312041678584,no
Cardamom,Mountain Soil,Hot Dry Season,June,Tropical Savanna,23.671097516186734,6.019139795065975,60.743857071385875,yes
Banana,Alluvial Soil,Southwest Monsoon,October,Tropical Wet (Monsoon),40.234760959729364,41.83444189641578,65.58976685586937,yes
Red Chili,Lateritic Red Soil,Hot Dry Season,May,Tropical Savanna,32.88673692010686,58.63676092179533,98.20568271500862,no
Black Pepper,Red Soil,Northeast Monsoon,January,Tropical Wet and Dry (Monsoon-Influenced),97.68856384389667,88.89625845860061,9.029249797252092,yes
Cotton,Black Soil,Hot Dry Season,May,Mountain Climate,15.025788578496968,7.728202975828891,41.17006423171675,no
Coconut,Laterite Soil,Northeast Monsoon,March,Subtropical Highland Climate,36.27772003262783,43.313675388720576,51.74075175003193,no
Tapioca,Lateritic Red Soil,Southwest Monsoon,May,Tropical Semi-Arid,64.55166256685132,9.488093268926068,13.538672418924358,yes
Soybeans,Black Soil,Hot Dry Season,February,Subtropical Highland Climate,10.28522332117131,1.365499296257855,28.90908159740262,yes
Betel Leaves,Laterite Soil,Southwest Monsoon,September,Tropical Wet (Monsoon),92.5190131535987,63.54350722686013,52.86445939416442,yes
Cardamom,Laterite Soil,Southwest Monsoon,May,Tropical Savanna,67.744480396249,16.069639314275175,70.12385658808957,no
Turmeric,Laterite Soil,Southwest Monsoon,June,Tropical Wet (Monsoon),47.77523401682797,80.76818682811144,69.71802220423598,no
Cashew,Black Soil,Hot Dry Season,January,Tropical Savanna,45.62069517034972,14.01412128716476,20.167975027868344,yes
Soybeans,Black Soil,Hot Dry Season,February,Mountain Climate,75.61673852103188,23.61039166000978,23.94973932380793,yes
Mango,Mountain Soil,Northeast Monsoon,January,Tropical Savanna,39.00568096071023,18.57165283423822,40.97559493099602,yes
Black Pepper,Mountain Soil,Southwest Monsoon,February,Tropical Wet (Monsoon),55.592187929966116,68.38327673197645,34.827503269703676,yes
Tapioca,Alluvial Soil,Southwest Monsoon,May,Tropical Semi-Arid,74.26990190104642,39.423422592629635,97.96087543061648,no
Tea,Laterite Soil,Northeast Monsoon,March,Tropical Semi-Arid,38.902898418345785,49.09229247353881,43.092059223316525,yes
Banana,Alluvial Soil,Southwest Monsoon,April,Mountain Climate,5.106127528277938,86.88978845614956,3.6290216606863934,no
Sugarcane,Alluvial Soil,Northeast Monsoon,May,Tropical Wet (Monsoon),58.28905761902836,40.333103015579965,87.36067233326946,no
Coconut,Black Soil,Southwest Monsoon,September,Humid Subtropical Climate,50.47920992179519,63.819943985279274,15.316848900135305,no
Black Pepper,Alluvial Soil,Northeast Monsoon,April,Subtropical Highland Climate,77.03608729042863,39.213443793508226,57.0507149614822,no
Tea,Black Soil,Hot Dry Season,February,Mountain Climate,23.076174602938572,38.11636859700431,75.61171151151285,no
Soybeans,Red Soil,Northeast Monsoon,September,Mountain Climate,26.304025070652916,34.541238535903915,3.3067271632425954,yes
Tea,Mountain Soil,Hot Dry Season,September,Mountain Climate,64.7524083223459,43.9277107052631,9.917554717136156,yes
Coconut,Lateritic Red Soil,Hot Dry Season,August,Tropical Savanna,10.36867076570167,26.915030492004576,21.614799483900683,no
Coffee,Mountain Soil,Hot Dry Season,July,Mountain Climate,55.38667015995722,48.11033564452784,95.43032811014797,no
Cardamom,Mountain Soil,Northeast Monsoon,September,Subtropical Highland Climate,60.49018664741473,78.80638111068714,46.39358144446217,yes
Cotton,Black Soil,Hot Dry Season,August,Tropical Semi-Arid,61.68016985720757,27.763705574419852,33.77180999477153,yes
Tea,Laterite Soil,Southwest Monsoon,September,Mountain Climate,25.325129103962574,24.38331603080357,9.178642588508323,yes
Soybeans,Mountain Soil,Southwest Monsoon,November,Humid Subtropical Climate,2.2822833448453705,12.229302640871886,8.351802242314,yes
Cotton,Mountain Soil,Hot Dry Season,January,Tropical Wet (Monsoon),22.8133249419572,7.748306628990043,47.384637979858326,no
Banana,Red Soil,Hot Dry Season,November,Tropical Wet (Monsoon),94.0059702989588,89.24486743977565,76.69322458654608,yes
Mango,Red Soil,Hot Dry Season,May,Mountain Climate,11.854684421533923,94.21166842416112,55.531187602819564,yes
Oilseeds,Red Soil,Southwest Monsoon,May,Mountain Climate,26.2985805047232,51.4569937403998,96.20811972384199,no
Cardamom,Laterite Soil,Northeast Monsoon,March,Humid Subtropical Climate,26.72633843696347,60.094178853990066,86.81919953170697,yes
Mango,Black Soil,Northeast Monsoon,June,Humid Subtropical Climate,14.560073787132954,4.262043013027272,71.53185490159896,no
Tapioca,Lateritic Red Soil,Hot Dry Season,May,Mountain Climate,52.0064119471213,23.406969258411202,48.43682364940941,no
Rice,Lateritic Red Soil,Southwest Monsoon,September,Tropical Semi-Arid,28.06006231670254,80.49766625306671,26.72945055768433,yes
Tea,Red Soil,Southwest Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),29.103956974938505,74.0279345345392,26.463043172881427,no
Rice,Alluvial Soil,Southwest Monsoon,November,Humid Subtropical Climate,10.785061855455425,44.92489340754776,30.34528051102434,yes
Betel Leaves,Black Soil,Southwest Monsoon,April,Tropical Savanna,90.7980873308686,3.266361729190881,52.06702785048013,yes
Cashew,Red Soil,Southwest Monsoon,August,Tropical Wet (Monsoon),94.3955828881293,94.83765433369736,64.71466281774144,yes
Tea,Alluvial Soil,Hot Dry Season,May,Tropical Wet and Dry (Monsoon-Influenced),87.57282573599507,84.4671932078015,11.188475674810427,yes
Coffee,Laterite Soil,Northeast Monsoon,April,Tropical Savanna,60.63339277223402,70.68740920353144,67.82999407810334,yes
Betel Leaves,Alluvial Soil,Northeast Monsoon,November,Tropical Wet and Dry (Monsoon-Influenced),41.773683124165494,35.83989406141984,80.21544197110826,no
Red Chili,Alluvial Soil,Hot Dry Season,August,Humid Subtropical Climate,6.766945875768371,56.25644429108192,1.1573154566435262,yes
Coconut,Red Soil,Northeast Monsoon,May,Humid Subtropical Climate,7.669296166670647,5.085019722778938,19.57582397580352,no
Cardamom,Red Soil,Southwest Monsoon,January,Tropical Wet and Dry (Monsoon-Influenced),33.31758008727276,65.68636367225551,28.61589015654569,yes
Cardamom,Mountain Soil,Northeast Monsoon,February,Mountain Climate,98.60113668380242,4.457833715829274,77.63577644791133,no
Rice,Alluvial Soil,Northeast Monsoon,March,Humid Subtropical Climate,22.846760792185517,86.92304303471789,45.76863850027396,yes
Cotton,Alluvial Soil,Southwest Monsoon,December,Humid Subtropical Climate,87.15511808067095,70.1268384743118,81.92677375163413,yes
Cotton,Red Soil,Hot Dry Season,May,Tropical Wet and Dry (Monsoon-Influenced),84.61020808501932,4.69238074374484,87.98466155707455,no
Cotton,Laterite Soil,Hot Dry Season,November,Humid Subtropical Climate,24.434256427056834,26.669015159031527,67.97878584723857,no
Cardamom,Alluvial Soil,Northeast Monsoon,October,Humid Subtropical Climate,91.04992573930294,32.373806035230025,62.410312497757914,no
Coconut,Black Soil,Southwest Monsoon,December,Mountain Climate,95.97333408801788,26.736523169391134,84.51304933367429,yes
Coffee,Mountain Soil,Hot Dry Season,January,Tropical Savanna,34.792399090261924,84.90812663005227,9.537173106716478,yes
Turmeric,Alluvial Soil,Hot Dry Season,January,Subtropical Highland Climate,19.472616805705535,1.5954186343356325,63.94897408550816,yes
Rice,Black Soil,Hot Dry Season,September,Tropical Semi-Arid,11.077651739758199,25.59894624865249,94.8525458851899,yes
Cardamom,Lateritic Red Soil,Hot Dry Season,October,Tropical Wet and Dry (Monsoon-Influenced),21.352686821761157,43.51593051064086,91.34908046414986,no
Rice,Laterite Soil,Southwest Monsoon,February,Tropical Wet and Dry (Monsoon-Influenced),33.88715518048342,95.21778338067996,44.44532273674163,yes
Tea,Laterite Soil,Southwest Monsoon,April,Tropical Wet (Monsoon),3.2233423080168744,8.343095135530998,45.888092547064886,no
Betel Leaves,Red Soil,Northeast Monsoon,October,Tropical Semi-Arid,27.799084585238532,84.16454626451142,60.775939386727075,no
Cardamom,Black Soil,Southwest Monsoon,April,Tropical Wet (Monsoon),67.71611145624146,0.2726476037281267,72.14149556162256,no
Cardamom,Black Soil,Northeast Monsoon,November,Humid Subtropical Climate,28.309800364637205,36.473324692331666,80.63830884624966,yes
Tea,Laterite Soil,Hot Dry Season,December,Humid Subtropical Climate,92.82601513017867,20.629577649310495,48.09881091519792,yes
Groundnut,Alluvial Soil,Southwest Monsoon,November,Tropical Semi-Arid,82.66964486442451,17.58479227360451,18.59860303250783,yes
Cashew,Black Soil,Southwest Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),59.78786117538743,60.669482063307875,32.0835283496712,no
Cashew,Lateritic Red Soil,Hot Dry Season,December,Tropical Wet (Monsoon),39.78652899893588,70.11348031191356,84.63421212472836,no
Groundnut,Mountain Soil,Southwest Monsoon,January,Tropical Savanna,76.56978315324312,48.597173282931394,9.25379714542106,no
Black Pepper,Red Soil,Southwest Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),45.69111405519666,43.11912247159795,40.78808014275239,yes
Tea,Red Soil,Northeast Monsoon,June,Tropical Semi-Arid,99.1998070989874,86.3540147810917,68.1069288468319,yes
Tea,Red Soil,Southwest Monsoon,May,Tropical Wet and Dry (Monsoon-Influenced),99.54096412480664,40.73529901655015,53.90895265142704,no
Mango,Mountain Soil,Northeast Monsoon,June,Tropical Semi-Arid,44.34933369962908,12.014757849231417,47.46331113251383,yes
Cotton,Lateritic Red Soil,Hot Dry Season,August,Subtropical Highland Climate,16.79071244115271,12.024071878737841,89.42220244373064,yes
Red Chili,Lateritic Red Soil,Southwest Monsoon,June,Humid Subtropical Climate,80.61118614267386,65.31026960921322,80.90839467951054,yes
Tea,Lateritic Red Soil,Hot Dry Season,February,Tropical Wet and Dry (Monsoon-Influenced),14.247477551807064,91.776278542698,9.31695803800654,no
Coconut,Red Soil,Northeast Monsoon,September,Tropical Semi-Arid,50.298454764618484,42.35882900388091,10.733251113209196,no
Groundnut,Mountain Soil,Southwest Monsoon,April,Tropical Savanna,96.38175613244344,71.99668869304637,94.97991843906553,yes
Cashew,Mountain Soil,Southwest Monsoon,May,Subtropical Highland Climate,67.44486755531057,44.63501942516154,74.98537263349337,yes
Cotton,Black Soil,Hot Dry Season,March,Tropical Wet and Dry (Monsoon-Influenced),47.53535193407633,24.582534287614934,80.73641463299009,no
Tea,Alluvial Soil,Southwest Monsoon,August,Subtropical Highland Climate,1.2167805592213754,76.07106420121082,86.46779940884967,no
Sugarcane,Laterite Soil,Northeast Monsoon,April,Humid Subtropical Climate,28.656803281999654,80.68992500767538,52.64135698725481,yes
Black Pepper,Mountain Soil,Hot Dry Season,February,Tropical Wet (Monsoon),95.84542849124416,92.65851830681069,30.16327054813267,no
Rice,Laterite Soil,Northeast Monsoon,April,Tropical Savanna,24.22434857004975,73.07371428330394,50.02385058360315,yes
Tapioca,Mountain Soil,Southwest Monsoon,December,Mountain Climate,11.565540228637982,9.968180592345831,7.033334575034278,no
Cashew,Alluvial Soil,Southwest Monsoon,July,Humid Subtropical Climate,87.33134312162456,52.95944667444091,42.55987705388357,no
Black Pepper,Mountain Soil,Northeast Monsoon,January,Mountain Climate,12.606761256296661,19.522390702706993,95.9278728524921,no
Soybeans,Lateritic Red Soil,Hot Dry Season,September,Tropical Wet (Monsoon),62.942385381582355,57.60393497964842,55.6710503694821,no
Tea,Lateritic Red Soil,Hot Dry Season,June,Mountain Climate,4.665570136100838,60.918507445787895,37.640928217213954,yes
Groundnut,Lateritic Red Soil,Northeast Monsoon,February,Subtropical Highland Climate,17.218848500005734,96.82309026335037,77.03534732043762,no
Oilseeds,Lateritic Red Soil,Hot Dry Season,May,Mountain Climate,46.116249763661486,28.430038295117612,57.440650812687686,yes
Cotton,Alluvial Soil,Northeast Monsoon,October,Humid Subtropical Climate,18.758276752571202,29.22918123947291,35.678533735129804,yes
Sugarcane,Red Soil,Hot Dry Season,July,Tropical Semi-Arid,85.39186896865175,10.145918233931873,21.12791963696705,yes
Coffee,Alluvial Soil,Southwest Monsoon,December,Tropical Semi-Arid,81.52606653660693,99.82849465495715,24.389914649338074,no
